town,slum,localnbc,pid,townid,nbc,oid_1,sluc,u_id,countyid,name,streetaddress,parceloid,nh_gis_id,displayid,SHAPE__Length,slu,objectid,SHAPE__Area
Portsmouth,,103B,0130-0018-0000,178,5,,12,178-33768,8,CamaID: 0130-0018-0000,177 BROAD ST,486707,08178-0130-0018-0000,0130-0018-0000,297.714482557904,12,180592,4913.49561056992
Portsmouth,,103B,0130-0019-0000,178,5,,11,178-33769,8,CamaID: 0130-0019-0000,185 BROAD ST,486708,08178-0130-0019-0000,0130-0019-0000,304.02133713579,11,180593,5262.47948778014
Portsmouth,,103B,0130-0020-0000,178,5,,11,178-33770,8,CamaID: 0130-0020-0000,39 SPRING ST,486709,08178-0130-0020-0000,0130-0020-0000,300.301637467384,11,180594,4971.44510683004
Portsmouth,,103B,0130-0021-0000,178,5,,11,178-33771,8,CamaID: 0130-0021-0000,29 SPRING ST,486710,08178-0130-0021-0000,0130-0021-0000,316.704234512224,11,180595,6244.20252631534
Portsmouth,,103B,0130-0023-0000,178,5,,11,178-33773,8,CamaID: 0130-0023-0000,260 MILLER AVE,486711,08178-0130-0023-0000,0130-0023-0000,215.336651547303,11,180596,2730.33752785619
Portsmouth,,103B,0130-0024-0000,178,5,,12,178-33774,8,CamaID: 0130-0024-0000,294 LINCOLN AVE,486712,08178-0130-0024-0000,0130-0024-0000,399.620104048869,12,180597,9846.84882648324
Portsmouth,,103B,0130-0025-0000,178,5,,11,178-33775,8,CamaID: 0130-0025-0000,312 LINCOLN AVE,486713,08178-0130-0025-0000,0130-0025-0000,328.107367471856,11,180598,4851.25352678719
Portsmouth,,101,0102-0074-0000,178,2,,11,178-32945,8,CamaID: 0102-0074-0000,326 MARCY ST,486714,08178-0102-0074-0000,0102-0074-0000,220.413177180164,11,180599,2629.50139949595
Portsmouth,,101,0102-0012-0000,178,2,,11,178-32890,8,CamaID: 0102-0012-0000,325 MARCY ST,486715,08178-0102-0012-0000,0102-0012-0000,196.800062267712,11,180600,2258.25653660934
Portsmouth,,101,0102-0021-0000,178,2,,11,178-32897,8,CamaID: 0102-0021-0000,32 PICKERING ST,486716,08178-0102-0021-0000,0102-0021-0000,347.36007440575,11,180601,5150.25394201809
Portsmouth,,101,0102-0020-0000,178,2,,11,178-32896,8,CamaID: 0102-0020-0000,38 PICKERING ST,486717,08178-0102-0020-0000,0102-0020-0000,203.398979573765,11,180602,1853.60355627795
Portsmouth,,101,0102-0076-0000,178,2,,11,178-32946,8,CamaID: 0102-0076-0000,294 MARCY ST,486718,08178-0102-0076-0000,0102-0076-0000,219.507065479226,11,180603,2879.91978071839
Portsmouth,,101,0103-0047-0000,178,2,,11,178-32997,8,CamaID: 0103-0047-0000,293 MARCY ST,486719,08178-0103-0047-0000,0103-0047-0000,160.605544359963,11,180604,1489.46376418624
Portsmouth,73,101,0103-0046-0000,178,2,,11,178-32996,8,CamaID: 0103-0046-0000,287 MARCY ST,486720,08178-0103-0046-0000,0103-0046-0000,168.692873270945,11-73,180605,1635.13352366322
Portsmouth,,204,0103-0045-0000,178,34,,14,178-37200,8,CamaID: 0103-0045-0001,277 MARCY ST #1,486721,08178-0103-0045-0000,0103-0045-0001,262.9066963563,14,180606,4188.7090697253
Portsmouth,,101,0103-0044-0000,178,2,,11,178-50011,8,CamaID: 0103-0044-0000,267 MARCY ST,486722,08178-0103-0044-0000,0103-0044-0000,275.545618139354,11,180607,4704.28444933303
Portsmouth,,101,0103-0033-0000,178,2,,22,178-32986,8,CamaID: 0103-0033-0000,MECHANIC ST,486723,08178-0103-0033-0000,0103-0033-0000,129.779792992699,22,180608,971.147484416197
Portsmouth,,305,0103-0043-0000,178,60,,57,178-32994,8,CamaID: 0103-0043-0000,30 GARDNER ST,486724,08178-0103-0043-0000,0103-0043-0000,405.140369154781,57,180609,10281.5011840657
Portsmouth,73,101,0103-0042-0000,178,2,,11,178-32993,8,CamaID: 0103-0042-0000,44 GARDNER ST,486725,08178-0103-0042-0000,0103-0042-0000,323.354092867094,11-73,180610,6332.05333637657
Portsmouth,,101,0103-0041-0000,178,2,,57,178-37182,8,CamaID: 0103-0041-0000,49 MECHANIC ST,486726,08178-0103-0041-0000,0103-0041-0000,511.429303560984,57,180611,14241.0778373034
Portsmouth,,101,0102-0001-0000,178,2,,11,178-32879,8,CamaID: 0102-0001-0000,305 MARCY ST,486727,08178-0102-0001-0000,0102-0001-0000,205.634233717313,11,180612,2647.34902186349
Portsmouth,73,101,0102-0023-0000,178,2,,11,178-32899,8,CamaID: 0102-0023-0000,18 PICKERING ST,486728,08178-0102-0023-0000,0102-0023-0000,325.708241883904,11-73,180613,5509.97975461938
Portsmouth,,102,0102-0067-0000,178,3,,11,178-32940,8,CamaID: 0102-0067-0000,395 PLEASANT ST,486729,08178-0102-0067-0000,0102-0067-0000,192.621685113288,11,180614,2287.89025983085
Portsmouth,,102,0102-0069-0000,178,3,,11,178-32942,8,CamaID: 0102-0069-0000,421 PLEASANT ST,486730,08178-0102-0069-0000,0102-0069-0000,450.63501435768,11,180615,11575.9630864476
Portsmouth,,101,0102-0011-0000,178,2,,11,178-32889,8,CamaID: 0102-0011-0000,16 HUNKING ST,486731,08178-0102-0011-0000,0102-0011-0000,182.834372160684,11,180616,2055.83270455459
Portsmouth,,103B,0130-0026-0000,178,5,,12,178-33776,8,CamaID: 0130-0026-0000,322 LINCOLN AVE,486732,08178-0130-0026-0000,0130-0026-0000,335.910695470273,12,180617,5510.60358351514
Portsmouth,,204,0130-0027-0000,178,34,,14,178-38316,8,CamaID: 0130-0027-0002,334 LINCOLN AVE #2,486733,08178-0130-0027-0000,0130-0027-0002,354.638097343747,14,180618,7667.56283207141
Portsmouth,,103A,0112-0013-0000,178,4,,11,178-33289,8,CamaID: 0112-0013-0000,370 RICHARDS AVE,486734,08178-0112-0013-0000,0112-0013-0000,338.943197689233,11,180619,6168.44861903935
Portsmouth,,103A,0112-0012-0000,178,4,,11,178-33288,8,CamaID: 0112-0012-0000,380 RICHARDS AVE,486735,08178-0112-0012-0000,0112-0012-0000,337.027350159575,11,180620,6000.93604152445
Portsmouth,,305,0103-0048-0000,178,60,,57,178-37183,8,CamaID: 0103-0048-0000,280 MARCY ST,486736,08178-0103-0048-0000,0103-0048-0000,399.973643394536,57,180621,9728.54646938534
Portsmouth,,102,0103-0059-0000,178,3,,11,178-33008,8,CamaID: 0103-0059-0000,11 MEETING HOUSE HILL RD,486737,08178-0103-0059-0000,0103-0059-0000,246.169543513856,11,180622,3422.67083309301
Portsmouth,,101,0103-0049-0000,178,2,,11,178-32998,8,CamaID: 0103-0049-0000,260 MARCY ST,486738,08178-0103-0049-0000,0103-0049-0000,214.589795838625,11,180623,2908.44026900554
Portsmouth,,102,0103-0058-0000,178,3,,11,178-33007,8,CamaID: 0103-0058-0000,51 MANNING ST,486739,08178-0103-0058-0000,0103-0058-0000,236.33321313731,11,180624,3160.60287854179
Portsmouth,,128,0218-0004-0000,178,24,,22,178-29262,8,CamaID: 0218-0004-0000,BIRCH ST,486740,08178-0218-0004-0000,0218-0004-0000,573.051973591222,22,180625,19762.3131823523
Portsmouth,,128,0218-0009-0000,178,24,,11,178-29267,8,CamaID: 0218-0009-0000,22 MANGROVE ST,486741,08178-0218-0009-0000,0218-0009-0000,395.017475306238,11,180626,9676.2221579573
Portsmouth,,304,0218-0002-1100,178,59,,13,178-38182,8,CamaID: 0218-0002-1100,6 BLUE HERON DR,486742,08178-0218-0002-1100,0218-0002-1100,3874.12228809117,13,180627,469769.376858814
Portsmouth,,128,0218-0031-0000,178,24,,11,178-29281,8,CamaID: 0218-0031-0000,260 KEARSARGE WAY,486743,08178-0218-0031-0000,0218-0031-0000,466.607901092026,11,180628,13402.4911744797
Portsmouth,,128,0218-0006-0000,178,24,,11,178-29264,8,CamaID: 0218-0006-0000,43 MANGROVE ST,486744,08178-0218-0006-0000,0218-0006-0000,341.064399151168,11,180629,7115.22516393167
Portsmouth,,128,0218-0007-0000,178,24,,11,178-29265,8,CamaID: 0218-0007-0000,55 MANGROVE ST,486745,08178-0218-0007-0000,0218-0007-0000,474.194074291642,11,180630,12160.4115695601
Portsmouth,,128,0218-0008-0000,178,24,,11,178-29266,8,CamaID: 0218-0008-0000,46 MANGROVE ST,486746,08178-0218-0008-0000,0218-0008-0000,325.353826315722,11,180631,6472.90754410078
Portsmouth,,128,0218-0010-0000,178,24,,11,178-29268,8,CamaID: 0218-0010-0000,275 KEARSARGE WAY,486747,08178-0218-0010-0000,0218-0010-0000,489.91725560393,11,180632,11282.8492206313
Portsmouth,,301,0218-0032-0000,178,56,,23,178-35392,8,CamaID: 0218-0032-0000,MAGNOLIA ST,486748,08178-0218-0032-0000,0218-0032-0000,612.361231737985,23,180633,19938.6488832565
Portsmouth,,301,0218-0030-0000,178,56,,23,178-35391,8,CamaID: 0218-0030-0000,MAGNOLIA ST,486749,08178-0218-0030-0000,0218-0030-0000,891.162081415994,23,180634,32903.9500421474
Portsmouth,,114,0268-0035-0000,178,14,,11,178-31556,8,CamaID: 0268-0035-0000,366 GRANT AVE,486750,08178-0268-0035-0000,0268-0035-0000,452.349436689832,11,180635,12631.1363490178
Portsmouth,,103A,0112-0011-0000,178,4,,12,178-33287,8,CamaID: 0112-0011-0000,390 RICHARDS AVE,486751,08178-0112-0011-0000,0112-0011-0000,445.444777884497,12,180636,12362.8918396455
Portsmouth,,103B,0130-0007-0000,178,5,,11,178-33757,8,CamaID: 0130-0007-0000,259 MILLER AVE,486752,08178-0130-0007-0000,0130-0007-0000,388.28770339494,11,180637,8916.24778847126
Portsmouth,,103B,0130-0008-0000,178,5,,11,178-33758,8,CamaID: 0130-0008-0000,275 MILLER AVE,486753,08178-0130-0008-0000,0130-0008-0000,391.32454755634,11,180638,9032.32468094468
Portsmouth,,103B,0130-0009-0000,178,5,,11,178-33759,8,CamaID: 0130-0009-0000,295 MILLER AVE,486754,08178-0130-0009-0000,0130-0009-0000,394.839917118759,11,180639,9178.6832211711
Portsmouth,,103B,0130-0010-0000,178,5,,11,178-33760,8,CamaID: 0130-0010-0000,303 MILLER AVE,486755,08178-0130-0010-0000,0130-0010-0000,347.158062312163,11,180640,6163.60062499095
Portsmouth,,103B,0131-0029-0000,178,5,,11,178-33832,8,CamaID: 0131-0029-0000,313 MILLER AVE,486756,08178-0131-0029-0000,0131-0029-0000,350.494701293936,11,180641,6255.69020839712
Portsmouth,,103B,0131-0030-0000,178,5,,11,178-33833,8,CamaID: 0131-0030-0000,325 MILLER AVE,486757,08178-0131-0030-0000,0131-0030-0000,402.398964380717,11,180642,9370.47813049867
Portsmouth,,103B,0131-0031-0000,178,5,,11,178-33834,8,CamaID: 0131-0031-0000,339 MILLER AVE,486758,08178-0131-0031-0000,0131-0031-0000,378.153161360079,11,180643,7723.36538727956
Portsmouth,,103A,0112-0010-0000,178,4,,11,178-33286,8,CamaID: 0112-0010-0000,410 RICHARDS AVE,486759,08178-0112-0010-0000,0112-0010-0000,343.60211403334,11,180644,6139.24314218575
Portsmouth,,103A,0112-0009-0000,178,4,,11,178-33285,8,CamaID: 0112-0009-0000,420 RICHARDS AVE,486760,08178-0112-0009-0000,0112-0009-0000,346.479469466849,11,180645,6197.88451909412
Portsmouth,,103A,0112-0008-0000,178,4,,11,178-33284,8,CamaID: 0112-0008-0000,430 RICHARDS AVE,486761,08178-0112-0008-0000,0112-0008-0000,366.741469012064,11,180646,7303.6739161068
Portsmouth,,103A,0112-0021-0000,178,4,,11,178-33297,8,CamaID: 0112-0021-0000,429 RICHARDS AVE,486762,08178-0112-0021-0000,0112-0021-0000,446.479109566422,11,180647,9015.00440810781
Portsmouth,,103A,0112-0020-0000,178,4,,11,178-33296,8,CamaID: 0112-0020-0000,419 RICHARDS AVE,486763,08178-0112-0020-0000,0112-0020-0000,440.386089110135,11,180648,8513.71550660208
Portsmouth,,103A,0112-0019-0000,178,4,,11,178-33295,8,CamaID: 0112-0019-0000,409 RICHARDS AVE,486764,08178-0112-0019-0000,0112-0019-0000,439.182414489686,11,180649,8408.81564533061
Portsmouth,,103A,0112-0018-0000,178,4,,11,178-33294,8,CamaID: 0112-0018-0000,399 RICHARDS AVE,486765,08178-0112-0018-0000,0112-0018-0000,455.680027740421,11,180650,9988.7241697245
Portsmouth,,103A,0112-0017-0000,178,4,,11,178-33293,8,CamaID: 0112-0017-0000,387 RICHARDS AVE,486766,08178-0112-0017-0000,0112-0017-0000,445.875129579541,11,180651,8714.36950996932
Portsmouth,,103A,0112-0016-0000,178,4,,11,178-33292,8,CamaID: 0112-0016-0000,377 RICHARDS AVE,486767,08178-0112-0016-0000,0112-0016-0000,441.798022477478,11,180652,8557.38035388654
Portsmouth,,103A,0112-0014-0000,178,4,,11,178-33290,8,CamaID: 0112-0014-0000,357 RICHARDS AVE,486768,08178-0112-0014-0000,0112-0014-0000,444.447498172095,11,180653,8586.33350849296
Portsmouth,,103A,0112-0015-0000,178,4,,11,178-33291,8,CamaID: 0112-0015-0000,367 RICHARDS AVE,486769,08178-0112-0015-0000,0112-0015-0000,442.251672572162,11,180654,8584.06836015972
Portsmouth,,103A,0112-0032-0000,178,4,,11,178-33308,8,CamaID: 0112-0032-0000,170 SHERBURNE AVE,486770,08178-0112-0032-0000,0112-0032-0000,304.325728937253,11,180655,5228.11572121145
Portsmouth,,103A,0112-0031-0000,178,4,,11,178-33307,8,CamaID: 0112-0031-0000,180 SHERBURNE AVE,486771,08178-0112-0031-0000,0112-0031-0000,299.922076254966,11,180656,5097.17041274651
Portsmouth,,103A,0113-0048-0000,178,4,,12,178-33383,8,CamaID: 0113-0048-0000,45 LINCOLN AVE,486772,08178-0113-0048-0000,0113-0048-0000,280.308584735757,12,180657,3987.40324877595
Portsmouth,,103A,0112-0033-0000,178,4,,11,178-33309,8,CamaID: 0112-0033-0000,160 SHERBURNE AVE,486773,08178-0112-0033-0000,0112-0033-0000,307.741324740132,11,180658,5307.65447810177
Portsmouth,,103A,0112-0057-0000,178,4,,11,178-33333,8,CamaID: 0112-0057-0000,53 MCNABB CT,486774,08178-0112-0057-0000,0112-0057-0000,242.131570075088,11,180659,3283.4212741899
Portsmouth,,103A,0112-0053-0000,178,4,,11,178-33329,8,CamaID: 0112-0053-0000,455 SOUTH ST,486775,08178-0112-0053-0000,0112-0053-0000,385.332837529285,11,180660,7398.91640731424
Portsmouth,,103A,0112-0052-0000,178,4,,11,178-33328,8,CamaID: 0112-0052-0000,181 ELWYN AVE,486776,08178-0112-0052-0000,0112-0052-0000,321.887515307604,11,180661,6056.64406739593
Portsmouth,,103A,0112-0027-0000,178,4,,11,178-33303,8,CamaID: 0112-0027-0000,206 ELWYN AVE,486777,08178-0112-0027-0000,0112-0027-0000,290.240997564078,11,180662,4664.69017341928
Portsmouth,,103A,0112-0051-0000,178,4,,11,178-33327,8,CamaID: 0112-0051-0000,171 ELWYN AVE,486778,08178-0112-0051-0000,0112-0051-0000,321.189531734322,11,180663,6055.55134301281
Portsmouth,,103A,0112-0050-0000,178,4,,11,178-33326,8,CamaID: 0112-0050-0000,161 ELWYN AVE,486779,08178-0112-0050-0000,0112-0050-0000,286.731915840339,11,180664,5004.25043863323
Portsmouth,,103A,0112-0038-0000,178,4,,11,178-33314,8,CamaID: 0112-0038-0000,139 SHERBURNE AVE,486780,08178-0112-0038-0000,0112-0038-0000,218.835486668916,11,180665,2982.65797389009
Portsmouth,,103A,0129-0003-0000,178,4,,11,178-33705,8,CamaID: 0129-0003-0000,257 RICHARDS AVE,486781,08178-0129-0003-0000,0129-0003-0000,296.025138867323,11,180666,4889.80278253847
Portsmouth,,201,0130-0058-0000,178,31,,14,178-38324,8,CamaID: 0130-0058-0003,189 LINCOLN AVE #3,486782,08178-0130-0058-0000,0130-0058-0003,465.849295768632,14,180667,11604.2103526591
Portsmouth,,103A,0113-0008-0001,178,4,,11,178-33386,8,CamaID: 0113-0008-0001,179 LINCOLN AVE,486783,08178-0113-0008-0001,0113-0008-0001,303.076076324384,11,180668,5147.72576865857
Portsmouth,,103A,0129-0042-0000,178,4,,12,178-33737,8,CamaID: 0129-0042-0000,197 RICHARDS AVE,486784,08178-0129-0042-0000,0129-0042-0000,511.286939551741,12,180669,10196.2661425372
Portsmouth,,103A,0129-0044-0000,178,4,,11,178-33738,8,CamaID: 0129-0044-0000,215 RICHARDS AVE,486785,08178-0129-0044-0000,0129-0044-0000,684.526230945231,11,180670,18920.3696954854
Portsmouth,,103A,0129-0045-0000,178,4,,27,178-37763,8,CamaID: 0129-0045-0000,161 ROCKLAND ST,486786,08178-0129-0045-0000,0129-0045-0000,398.390413653989,27,180671,9890.28513852683
Portsmouth,,103B,0128-0011-0000,178,5,,12,178-33701,8,CamaID: 0128-0011-0000,111 RICHARDS AVE,486787,08178-0128-0011-0000,0128-0011-0000,273.321022268444,12,180672,4521.03483631788
Portsmouth,,103B,0128-0012-0000,178,5,,12,178-33702,8,CamaID: 0128-0012-0000,121 RICHARDS AVE,486788,08178-0128-0012-0000,0128-0012-0000,240.694876389477,12,180673,3239.74136991535
Portsmouth,,103B,0128-0013-0000,178,5,,12,178-33703,8,CamaID: 0128-0013-0000,135 RICHARDS AVE #139,486789,08178-0128-0013-0000,0128-0013-0000,252.643085132467,12,180674,3737.81665128534
Portsmouth,,103B,0129-0034-0000,178,5,,12,178-33729,8,CamaID: 0129-0034-0000,120 RICHARDS AVE,486790,08178-0129-0034-0000,0129-0034-0000,202.984511402541,12,180675,2469.52254990132
Portsmouth,,103B,0129-0033-0000,178,5,,19,178-33728,8,CamaID: 0129-0033-0000,MILLER AVE,486791,08178-0129-0033-0000,0129-0033-0000,191.249422108935,19,180676,2030.0730272733
Portsmouth,,103B,0129-0020-0000,178,5,,11,178-33717,8,CamaID: 0129-0020-0000,33 MILLER AVE,486792,08178-0129-0020-0000,0129-0020-0000,372.053345473893,11,180677,7399.93326405739
Portsmouth,,114,0247-0078-0000,178,14,,11,178-30893,8,CamaID: 0247-0078-0000,63 TAFT RD,486793,08178-0247-0078-0000,0247-0078-0000,458.76906048754,11,180678,12271.0611339503
Portsmouth,,114,0251-0096-0000,178,14,,11,178-31142,8,CamaID: 0251-0096-0000,43 WILSON RD,486794,08178-0251-0096-0000,0251-0096-0000,535.759893834314,11,180679,15965.0566636254
Portsmouth,,133,0251-0104-0000,178,29,,11,178-31150,8,CamaID: 0251-0104-0000,12 EDGEWOOD RD,486795,08178-0251-0104-0000,0251-0104-0000,425.355286717163,11,180680,10491.3151329439
Portsmouth,,133,0251-0106-0000,178,29,,11,178-31152,8,CamaID: 0251-0106-0000,4 EDGEWOOD RD,486796,08178-0251-0106-0000,0251-0106-0000,383.654158371169,11,180681,8699.44084049433
Portsmouth,,132,0258-0039-0000,178,28,,11,178-31219,8,CamaID: 0258-0039-0000,95 DODGE AVE,486797,08178-0258-0039-0000,0258-0039-0000,490.201858756476,11,180682,14689.3687588915
Portsmouth,,132,0258-0037-0000,178,28,,11,178-31217,8,CamaID: 0258-0037-0000,36 DODGE AVE,486798,08178-0258-0037-0000,0258-0037-0000,579.053731477656,11,180683,20000.0751432864
Portsmouth,,132,0258-0043-0000,178,28,,11,178-31223,8,CamaID: 0258-0043-0000,174 DODGE AVE,486799,08178-0258-0043-0000,0258-0043-0000,511.414266405986,11,180684,16301.6610979027
Portsmouth,,103B,0206-0025-0000,178,5,,11,178-28648,8,CamaID: 0206-0025-0000,26 BRACKETT RD,486800,08178-0206-0025-0000,0206-0025-0000,641.345970212506,11,180685,15493.5383426919
Portsmouth,,103B,0206-0022-0000,178,5,,11,178-28645,8,CamaID: 0206-0022-0000,64 BRACKETT RD,486801,08178-0206-0022-0000,0206-0022-0000,324.526223496789,11,180686,6166.32222242999
Portsmouth,,103B,0206-0021-0000,178,5,,11,178-28644,8,CamaID: 0206-0021-0000,68 BRACKETT RD,486802,08178-0206-0021-0000,0206-0021-0000,327.966005108903,11,180687,6297.57280951204
Portsmouth,,222,0218-0056-0000,178,51,,57,178-50410,8,CamaID: 0218-0056-0000,30 SPINNAKER WAY,486803,08178-0218-0056-0000,0218-0056-0000,859.102594428858,57,180688,21251.2002846742
Portsmouth,,129,0220-0089-0000,178,25,,11,178-29496,8,CamaID: 0220-0089-0000,678 MAPLEWOOD AVE,486804,08178-0220-0089-0000,0220-0089-0000,345.771724856747,11,180689,7446.34451508018
Portsmouth,,123,0233-0026-0000,178,21,,11,178-30393,8,CamaID: 0233-0026-0000,30 HAMPSHIRE RD,486805,08178-0233-0026-0000,0233-0026-0000,372.379851723384,11,180690,8584.31871745278
Portsmouth,,307,0320-0000-0000,178,63,,57,178-38350,8,CamaID: 0320-0000-0000,FLIGHT LINE RD,486806,08178-0320-0000-0000,0320-0000-0000,2471.27636261679,57,180691,145478.082964371
Portsmouth,,,0,178,,,,,,,,486807,08178-0,,2901.03636693605,,180692,412951.707373536
Portsmouth,,307,0317-0001-0000,178,63,,45,178-38115,8,CamaID: 0317-0001-0000,47 DURHAM ST,486808,08178-0317-0001-0000,0317-0001-0000,349.591834612483,45,180693,6890.7260650898
Portsmouth,,305,0106-0032-0000,178,60,,33,178-37239,8,CamaID: 0106-0032-0000,11 COMMERCIAL ALY #1,486809,08178-0106-0032-0000,0106-0032-0000,123.823977695626,33,180694,922.011715681416
Portsmouth,,129,0237-0032-0000,178,25,,11,178-30662,8,CamaID: 0237-0032-0000,51 HILLCREST DR,486810,08178-0237-0032-0000,0237-0032-0000,447.314189596066,11,180695,11015.7908003619
Portsmouth,,301,0268-0099-0000,178,56,,57,178-50722,8,CamaID: 0268-0099-0000,LAFAYETTE RD,486811,08178-0268-0099-0000,0268-0099-0000,5692.77887461774,57,180696,314286.325738202
Portsmouth,,115,0268-0099-0005,178,15,,11,178-31626,8,CamaID: 0268-0099-0005,5 PHEASANT LN,486812,08178-0268-0099-0005,0268-0099-0005,523.287718197183,11,180697,17017.8951339328
Portsmouth,,115,0268-0099-0003,178,15,,11,178-31624,8,CamaID: 0268-0099-0003,3 PHEASANT LN,486813,08178-0268-0099-0003,0268-0099-0003,498.28688681764,11,180698,15147.6129431652
Portsmouth,,115,0268-0099-0002,178,15,,11,178-31623,8,CamaID: 0268-0099-0002,2 PHEASANT LN,486814,08178-0268-0099-0002,0268-0099-0002,498.850916895905,11,180699,14611.9395879347
Portsmouth,,115,0268-0099-0001,178,15,,11,178-31622,8,CamaID: 0268-0099-0001,1 PHEASANT LN,486815,08178-0268-0099-0001,0268-0099-0001,619.793760152001,11,180700,19907.2690006667
Portsmouth,,301,0274-0001-000A,178,56,,34,178-35892,8,CamaID: 0274-0001-000A,284 CONSTITUTION AVE,486816,08178-0274-0001-000A,0274-0001-000A,1636.9727424478,34,180701,118903.079994297
Portsmouth,,,,178,,,,,,,,486817,08178-,,3715.02708729316,,180702,373899.101994505
Portsmouth,,,,178,,,,,,,,486818,08178-,,422.321017639886,,180703,1140.50714582632
Portsmouth,,305,0124-0004-0000,178,60,,57,178-33631,8,CamaID: 0124-0004-0000,114 MAPLEWOOD AVE,486819,08178-0124-0004-0000,0124-0004-0000,307.87531372449,57,180704,5274.24895610143
Portsmouth,,118,0292-0169-0000,178,17,,11,178-32628,8,CamaID: 0292-0169-0000,19 MARIETTE DR,486820,08178-0292-0169-0000,0292-0169-0000,401.274975298844,11,180705,9993.30284946612
Portsmouth,,118,0292-0099-0000,178,17,,11,178-32561,8,CamaID: 0292-0099-0000,1 MARIETTE DR,486821,08178-0292-0099-0000,0292-0099-0000,373.001553789946,11,180706,9033.14506127633
Portsmouth,,129,0237-0036-0000,178,25,,11,178-30666,8,CamaID: 0237-0036-0000,125 HILLCREST DR,486822,08178-0237-0036-0000,0237-0036-0000,563.180709854225,11,180707,17357.0918088168
Portsmouth,,129,0237-0023-0000,178,25,,11,178-30653,8,CamaID: 0237-0023-0000,106 HILLCREST DR,486823,08178-0237-0023-0000,0237-0023-0000,427.029152090506,11,180708,9456.43615433877
Portsmouth,,129,0237-0022-0000,178,25,,11,178-30652,8,CamaID: 0237-0022-0000,110 HILLCREST DR,486824,08178-0237-0022-0000,0237-0022-0000,508.828742473847,11,180709,13183.1216907602
Portsmouth,,119,0218-0052-0000,178,18,,11,178-29297,8,CamaID: 0218-0052-0000,2 BLUE HERON DR,486825,08178-0218-0052-0000,0218-0052-0000,366.340195153154,11,180710,8737.44182395728
Portsmouth,,119,0218-0054-0000,178,18,,11,178-29299,8,CamaID: 0218-0054-0000,2 SHEARWATER DR,486826,08178-0218-0054-0000,0218-0054-0000,434.635904298345,11,180711,10154.0466177277
Portsmouth,,119,0217-0002-1806,178,18,,11,178-29235,8,CamaID: 0217-0002-1806,20 SHEARWATER DR,486827,08178-0217-0002-1806,0217-0002-1806,459.277916150429,11,180712,13144.6272195453
Portsmouth,,119,0217-0002-1807,178,18,,11,178-29236,8,CamaID: 0217-0002-1807,26 SHEARWATER DR,486828,08178-0217-0002-1807,0217-0002-1807,489.682772875405,11,180713,14300.5946334475
Portsmouth,,119,0217-0002-1808,178,18,,11,178-29237,8,CamaID: 0217-0002-1808,32 SHEARWATER DR,486829,08178-0217-0002-1808,0217-0002-1808,504.648398109427,11,180714,14972.5017232246
Portsmouth,,119,0217-0002-1900,178,18,,22,178-29257,8,CamaID: 0217-0002-1900,3 SHEARWATER DR,486830,08178-0217-0002-1900,0217-0002-1900,2303.55373633486,22,180715,95445.4644463122
Portsmouth,,119,0217-0002-1812,178,18,,11,178-29241,8,CamaID: 0217-0002-1812,3 SANDERLING WAY,486831,08178-0217-0002-1812,0217-0002-1812,435.448332681126,11,180716,11519.6061420539
Portsmouth,,119,0217-0002-1811,178,18,,12,178-29240,8,CamaID: 0217-0002-1811,5 SANDERLING WAY,486832,08178-0217-0002-1811,0217-0002-1811,485.116525732938,12,180717,14320.6664418047
Portsmouth,,303,0216-0002-0000,178,58,,27,178-35365,8,CamaID: 0216-0002-0000,WOODBURY AVE,486833,08178-0216-0002-0000,0216-0002-0000,745.043212302637,27,180718,6743.63798128622
Portsmouth,,128,0210-0020-0000,178,24,,22,178-28824,8,CamaID: 0210-0020-0000,FOREST ST,486834,08178-0210-0020-0000,0210-0020-0000,578.908355036946,22,180719,19983.6873512847
Portsmouth,,303,0238-0010-0002,178,58,,33,178-35535,8,CamaID: 0238-0010-0002,1464 WOODBURY AVE,486835,08178-0238-0010-0002,0238-0010-0002,1171.86985153021,33,180720,87119.2316144674
Portsmouth,,128,0210-0019-0000,178,24,,22,178-28823,8,CamaID: 0210-0019-0000,CENTRAL ST,486836,08178-0210-0019-0000,0210-0019-0000,318.792523415922,22,180721,6002.95803833539
Portsmouth,,301,0218-0022-0000,178,56,,23,178-35386,8,CamaID: 0218-0022-0000,KEARSARGE WAY,486837,08178-0218-0022-0000,0218-0022-0000,378.843239189631,23,180722,8667.84266078126
Portsmouth,,102,0101-0036-0000,178,3,,12,178-32830,8,CamaID: 0101-0036-0000,39 NEW CASTLE AVE,486838,08178-0101-0036-0000,0101-0036-0000,568.003786284429,12,180723,17251.9887901741
Portsmouth,,102,0110-0004-0000,178,3,,12,178-33226,8,CamaID: 0110-0004-0000,17 BLOSSOM ST,486839,08178-0110-0004-0000,0110-0004-0000,200.552254968424,12,180724,2403.55592631554
Portsmouth,,102,0101-0066-0000,178,3,,11,178-32857,8,CamaID: 0101-0066-0000,172 SOUTH ST,486840,08178-0101-0066-0000,0101-0066-0000,379.71571766125,11,180725,7677.36703800144
Portsmouth,,102,0110-0005-0000,178,3,,11,178-33227,8,CamaID: 0110-0005-0000,161 SOUTH ST,486841,08178-0110-0005-0000,0110-0005-0000,388.746545712761,11,180726,8737.25842190897
